LISTA DE ARTICULOS Nº 195 VIGENCIA 13/03/2024,,,
,RESORTES AUTOMOTOR,PRECIO UNIT,
4710017,A. Seguridad DIN 471 A  17,922.485,
4710018,A. Seguridad DIN 471 A  18,1021.308,
4710019,A. Seguridad DIN 471 A  19,1336.916,
4710020,A. Seguridad DIN 471 A  20,1190.579,
4710021,A. Seguridad DIN 471 A  21,1372.009,
4710022,A. Seguridad DIN 471 A  22,1507.097,
4710023,A. Seguridad DIN 471 A  23,1498.908,
4710024,A. Seguridad DIN 471 A  24,1741.167,
4710025,A. Seguridad DIN 471 A  25,1556.085,
4710026,A. Seguridad DIN 471 A  26,1735.961,
4710027,A. Seguridad DIN 471 A  27,1735.961,
4710028,A. Seguridad DIN 471 A  28,2082.687,
4710029,A. Seguridad DIN 471 A  29,2082.687,
4710030,A. Seguridad DIN 471 A  30,3214.782,
4710031,A. Seguridad DIN 471 A  31,3100.694,
4710032,A. Seguridad DIN 471 A  32,3100.694,
4710033,A. Seguridad DIN 471 A  33,3130.655,
4710034,A. Seguridad DIN 471 A  34,2921.996,
4710035,A. Seguridad DIN 471 A  35,3299.094,
4710036,A. Seguridad DIN 471 A  36,3763.408,
4710037,A. Seguridad DIN 471 A  37,3763.408,
4710038,A. Seguridad DIN 471 A  38,4224.961,
4710039,A. Seguridad DIN 471 A  39,4224.961,
4710040,A. Seguridad DIN 471 A  40,4308.161,
4710041,A. Seguridad DIN 471 A  41,4687.690,
4710042,A. Seguridad DIN 471 A  42,5138.467,
4710044,A. Seguridad DIN 471 A  44,5138.467,
4710045,A. Seguridad DIN 471 A  45,5795.094,
4710046,A. Seguridad DIN 471 A  46,5604.349,
4710047,A. Seguridad DIN 471 A  47,5604.349,
4710048,A. Seguridad DIN 471 A  48,6329.494,
4710050,A. Seguridad DIN 471 A  50,6330.519,
4710052,A. Seguridad DIN 471 A  52,6967.727,
4710054,A. Seguridad DIN 471 A  54,6967.727,
4710055,A. Seguridad DIN 471 A  55,7447.727,
4710056,A. Seguridad DIN 471 A  56,7473.139,
4710057,A. Seguridad DIN 471 A  57,7948.904,
4710058,A. Seguridad DIN 471 A  58,9253.374,
4710060,A. Seguridad DIN 471 A  60,9080.386,
4710062,A. Seguridad DIN 471 A  62,9367.533,
4710063,A. Seguridad DIN 471 A  63,9367.533,
4710065,A. Seguridad DIN 471 A  65,9782.057,
4710067,A. Seguridad DIN 471 A  67,11616.072,
4710068,A. Seguridad DIN 471 A  68,11616.072,
4710070,A. Seguridad DIN 471 A  70,13101.651,
4710072,A. Seguridad DIN 471 A  72,13101.651,
4710075,A. Seguridad DIN 471 A  75,13255.533,
4710077,A. Seguridad DIN 471 A  77,13544.945,
4710078,A. Seguridad DIN 471 A  78,13544.945,
4710080,A. Seguridad DIN 471 A  80,13800.474,
4710081/82,A. Seguridad DIN 471 A  81 /82,13800.474,
4710085,A. Seguridad DIN 471 A  85,16329.651,
4710087,A. Seguridad DIN 471 A  87,18601.262,
4710088,A. Seguridad DIN 471 A  88,18601.262,
4710090,A. Seguridad DIN 471 A  90,18130.904,
4710092,A. Seguridad DIN 471 A  92,20905.636,
4710095,A. Seguridad DIN 471 A  95,19989.576,
4710097/98,A. Seguridad DIN 471 A  97/98,23259.320,
4710100,A. Seguridad DIN 471 A 100,22352.567,
4710102,A. Seguridad DIN 471 A 102,60515.554,
4710105,A. Seguridad DIN 471 A 105,52625.064,
4710107/108,A. Seguridad DIN 471 A 107/108,62565.105,
4710110,A. Seguridad DIN 471 A 110 M.Benz 911-312-3500,52625.064,
4710112,A. Seguridad DIN 471 A 112,66517.949,
4710115,A. Seguridad DIN 471 A 115,57844.868,
4710117/118,A. Seguridad DIN 471 A 117 / 118,68499.119,
4710120,A. Seguridad DIN 471 A 120 M. Benz 1112-1114,55174.181,
4710122,A. Seguridad DIN 471 A 122,71694.064,
4710125,A. Seguridad DIN 471 A 125,57844.868,
4710127,A.Seguridad DIN 471 A 127,73625.848,
4710128,A. Seguridad DIN 471 A 128,73625.848,
4710130,A. Seguridad DIN 471 A 130,56784.952,
4710132,A. Seguridad DIN 471 A 132,78870.346,
4710135,A. Seguridad DIN 471 A 135,61459.601,
4710137,A. Seguridad DIN 471 A 137 /138,84090.149,
4710138,A. Seguridad DIN 471 A 138,84090.149,
4710140,A. Seguridad DIN 471 A 140,60318.006,
4710142,A. Seguridad DIN 471 A 142,89431.522,
4710145,A. Seguridad DIN 471 A 145,62587.900,
4710147/148,A. Seguridad DIN 471 A 147/148,94676.018,
4710150,A. Seguridad DIN 471 A 150,75458.976,
4710155,A. Seguridad DIN 471 A 155,83163.415,
4710160,A. Seguridad DIN 471 A 160,85299.370,
4710165,A. Seguridad DIN 471 A 165,101147.172,
4710170,A. Seguridad DIN 471 A 170,127846.192,
4710175,A. Seguridad DIN 471 A 175,149836.481,
4710178,A. Seguridad DIN 471 A 178,0.000,
4710180,A. Seguridad DIN 471 A 180,154230.258,
4710185,A. Seguridad DIN 471 A 185,157645.409,
4710190,A. Seguridad DIN 471 A 190,162980.785,
4710195,A. Seguridad DIN 471 A 195,177932.218,
4710200,A. Seguridad DIN 471 A 200,169017.349,
4710210,A. Seguridad DIN 471 A 210,361259.511,
4710215,A. Seguridad DIN 471 A 215,385639.111,
4710220,A. Seguridad DIN 471 A 220,389849.396,
SET4711,DIN  471 A. GRANDE. ANILLOS DE SEGURIDAD,3364188.847,
SET4712,DIN  471 A. CHICO. ANILLOS DE SEGURIDAD,1386115.003,
,,,
,ANILLOS SEGUERS DIN 471 A,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
47114X12,"Anillo Esp. DIN 471 A 14 X 1,2",11.414,
47115X15,"Anillo Esp. DIN 471 A 15 X 1,5",11.414,
47116X15,"Anillo Esp. DIN 471 A 16 X 1,5",1015.147,
47120X17,"Anillo Esp. DIN 471 A 20 X 1,7",1411.947,
47122X15,"Anillo Esp. DIN 471 A 22 X 1,5",11.414,
47128X2,Anillo Esp. DIN 471 A 28 X 2,2481.814,
47130X2,Anillo Esp. DIN 471 A 30 X 2,2778.347,
47135X2,Anillo Esp. DIN 471 A 35 X 2,3991.147,
47135X25,"Anillo Esp. Din 471 A 35 X 2,5",4175.681,
47138X25,"Anillo Esp. DIN 471 A 38 X 2,5",5541.579,
47140X25,"Anillo Esp. DIN 471 A 40 X 2,5",5426.881,
47145X25,"Anillo Esp. DIN 471 A 45 X 2,5",6725.228,
47170X4,Anillo Esp. DIN 471 A 70 X 4,27816.670,
4710032INOX,Anillo Esp. DIN 471 A 32 INOXIDABLE,SIN SOCK,
,,,
,ANILLOS SEGUERS DIN 472 I especiales,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
4720008,A. Seguridad DIN 472 I    8,273.246,
4720009,A. Seguridad DIN 472 I    9,273.246,
4720010,A. Seguridad DIN 472 I  10,327.820,
4720011,A. Seguridad DIN 472 I  11,341.853,
4720012,A. Seguridad DIN 472 I  12,341.854,
4720013,A. Seguridad DIN 472 I  13,414.674,
4720014,A. Seguridad DIN 472 I  14,381.615,
4720015,A. Seguridad DIN 472 I  15,456.459,
4720016,A. Seguridad DIN 472 I  16,527.944,
4720017,A. Seguridad DIN 472 I  17,595.771,
4720018,A. Seguridad DIN 472 I  18,783.568,
4720019,A. Seguridad DIN 472 I  19,1000.916,
4720020,A. Seguridad DIN 472 I  20,979.583,
4720021,A. Seguridad DIN 472 I  21,1013.953,
4720022,A. Seguridad DIN 472 I  22,1157.755,
4720023,A. Seguridad DIN 472 I  23,1386.532,
4720024,A. Seguridad DIN 472 I  24,1422.814,
4720025,A. Seguridad DIN 472 I  25,1563.991,
4720026,A. Seguridad DIN 472 I  26,1751.079,
4720027,A. Seguridad DIN 472 I  27,1503.173,
4720028,A. Seguridad DIN 472 I  28,1887.455,
4720029,A. Seguridad DIN 472 I  29,1737.384,
4720030,A. Seguridad DIN 472 I  30,2112.349,
4720031,A. Seguridad DIN 472 I  31,1964.114,
4720032,A. Seguridad DIN 472 I  32,2343.596,
4720033,A. Seguridad DIN 472 I  33,2275.126,
4720034,A. Seguridad DIN 472 I  34,2176.020,
4720035,A. Seguridad DIN 472 I  35,2748.664,
4720036,A. Seguridad DIN 472 I  36,2790.294,
4720037,A. Seguridad DIN 472 I  37,2600.820,
4720038,A. Seguridad DIN 472 I  38,3047.361,
4720039,A. Seguridad DIN 472 I  39,2851.408,
4720040,A. Seguridad DIN 472 I  40,3690.561,
4720041,A. Seguridad DIN 472 I  41,3521.996,
4720042,A. Seguridad DIN 472 I  42,4109.761,
4720043,A. Seguridad DIN 472 I  43,3754.937,
4720044,A. Seguridad DIN 472 I  44,4503.361,
4720045,A. Seguridad DIN 472 I  45,4505.494,
4720046,A. Seguridad DIN 472 I  46,4121.996,
4720047,A. Seguridad DIN 472 I  47,4669.761,
4720048,A. Seguridad DIN 472 I  48,4439.643,
4720050,A. Seguridad DIN 472 I  50,4759.319,
4720051,A. Seguridad DIN 472 I  51,4888.198,
4720052,A. Seguridad DIN 472 I  52,5011.053,
4720053,A. Seguridad DIN 472 I  53,5358.315,
4720054,A. Seguridad DIN 472 I  54,5358.315,
4720055,A. Seguridad DIN 472 I  55,5132.433,
4720056,A. Seguridad DIN 472 I  56,5831.256,
4720057,A. Seguridad DIN 472 I  57,5831.256,
4720058,A. Seguridad DIN 472 I  58,6864.919,
4720060,A. Seguridad DIN 472 I  60,6875.586,
4720062,A. Seguridad DIN 472 I  62,6962.106,
4720063,A. Seguridad DIN 472 I  63,7119.972,
4720065,A. Seguridad DIN 472 I  65,7824.762,
4720067,A. Seguridad DIN 472 I  67,8792.030,
4720068,A. Seguridad DIN 472 I  68,9323.768,
4720070,A. Seguridad DIN 472 I  70,9323.768,
4720072,A. Seguridad DIN 472 I  72,10636.772,
4720075,A. Seguridad DIN 472 I  75,9287.045,
4720077/78,A. Seguridad DIN 472 I  77 /78,10500.870,
4720080/81,A. Seguridad DIN 472 I  80,12107.706,
4720082,A. Seguridad DIN 472 I  82,10820.239,
4720085,A. Seguridad DIN 472 I  85,12680.066,
4720087/88,A. Seguridad DIN 472 I  87/88,14662.016,
4720090,A. Seguridad DIN 472 I  90,13448.191,
4720092,A. Seguridad DIN 472 I  92,14662.016,
4720095,A. Seguridad DIN 472 I  95,14662.016,
4720097/98,A. Seguridad DIN 472 I  97 / 98,17584.682,
4720100,A. Seguridad DIN 472 I 100,16844.867,
4720102,A. Seguridad DIN 472 I 102,32161.836,
4720105,A. Seguridad DIN 472 I 105,29910.938,
4720107/108,A. Seguridad DIN 472 I 107 / 108,34973.084,
4720110,A. Seguridad DIN 472 I 110,32161.836,
4720112,A. Seguridad DIN 472 I 112,36097.584,
4720115,A. Seguridad DIN 472 I 115,34969.285,
4720117/118,A. Seguridad DIN 472 I 117 / 118. BEDFORD SUJETA RULEMAN,38781.566,
4720120,A. Seguridad DIN 472 I 120,35968.418,
4720122,A. Seguridad DIN 472 I 122,41592.814,
4720125,A. Seguridad DIN 472 I 125,38781.566,
4720127/128,A. Seguridad DIN 472 I 127 / 128,44248.304,
4720130,A. Seguridad DIN 472 I 130,41592.814,
4720135,A. Seguridad DIN 472 I 135,45374.702,
4720140,A. Seguridad DIN 472 I 140. MERC. BENZ 1112/1114,45374.702,
4720145,A. Seguridad DIN 472 I 145,52581.376,
4720150,A. Seguridad DIN 472 I 150,55113.399,
4720155,A. Seguridad DIN 472 I 155,65804.769,
4720160,A. Seguridad DIN 472 I 160,67118.044,
4720165,A. Seguridad DIN 472 I 165,80011.696,
4720170,A. Seguridad DIN 472 I 170,81795.412,
4720180,A. Seguridad DIN 472 I 180,101779.495,
4720190,A. Seguridad DIN 472 I 190,108562.466,
4720200,A. Seguridad DIN 472 I 200,119337.803,
4720210,A. Seguridad DIN 472 I 210,330761.080,
4720215,A. Seguridad DIN 472 I 215,337452.372,
4720220,A. Seguridad DIN 472 I 220,303957.354,
SET4721,DIN  472 I. GRANDE. ANILLOS DE SEGURIDAD,2855286.950,
SET4722,DIN  472 I. CHICO. ANILLOS DE SEGURIDAD,1211378.493,
,,,
,ANILLOS SEGUERS DIN 472 I,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
47222X15,"A. Seguridad DIN 472 I  22 X 1,5",999.000,
47225X15,"A. Seguridad DIN 472 I  25 X 1,50",1499.147,
47228X15,"A. Seguridad DIN 472 I  28 X 1,50",2145.188,
47224X15,"A. Seguridad DIN 472 I  24 X 1,50",1499.147,
47280X4,"A. Seguridad DIN 472 I  80 X 4,00",36672.000,
,,,
,ANILLOS DIN 5417 RETENCION /AROS,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
5417-SP30,"27,5x3,25x1,12",3746.750,
5417-SP32,"29,5x3,25x1,12",3746.750,
5417-SP35,"35 32,5x3,25x1,12",3746.750,
5417-SP37,"37 34,5x3,25x1,12",3746.750,
5417-SP40,"37,4x3,25x1,12",3746.750,
5417-SP42,"39,0x3,25x1,12",3746.750,
5417-SP44,"40,9x3,25x1,12",3746.750,
5417-SP47,"43,8x4,04x1,12",4749.824,
5417-SP50,"46,8x4,04x1,12",4750.849,
5417-SP52,"48,9x4,04x1,12",4750.849,
5417-SP55,"51,7x4,04x1,12",4750.849,
5417-SP56,"52,6x4,04x1,12",4750.849,
5417-SP58,"54,4x4,04x1,12",31080.173,
5417-SP62,"58,4x4,04x1,7",33151.199,
5417-SP65,"61,4x4,04x1,7",5620.135,
5417-SP68,"63,4x4,85x1,7",7032.613,
5417-SP72,"67,6x4,85x1,7",13130.404,
5417-SP75,"70,0x4,85x1,7",7032.619,
5417-SP80,"75,6x4,85x1,7",20859.192,
5417-SP85,"80,6x4,85x1,7",9200.996,
5417-SP90,"85,6x4,85x2,46",14926.299,
5417-SP95,"90,6x4,85x2,46",14926.299,
5417-SP100,"95,3x4,8x2,46",55247.366,
5417-SP110,"105,4x4,8x2,4",17567.243,
5417-SP115,"110,2x4,8x2,4",17567.243,
5417-SP120,"113,8x7,2x2,8",113942.145,
5417-SP130,"123,8x7,2x2,8",42855.255,
5417-SP140,"133,4x7,2x2,8",123311.071,
5417-SP150,"143,3x7,2x2,8",80027.181,
5417-SP160,"153,3x7,2x2,8",109802.398,
5417-SP200,"191,0x9,6x3,1",372820.367,
SET5417,DIN5417 CON 20 PIEZAS HASTA nº 72,2930895.780,
,,,
,ARANDELAS DE ALUMINIO,PRECIO UNIT.,
0,Ø INT X Ø EXT X ESPESOR,LISTA 1,
AAL256,"ARAND. ALUMINIO   2.50 X  6 X 1.25 (3/32"")",142.199,
AAL3101,ARAND. ALUMINIO   3.00 X 10 X 1.00,142.199,
AAL358,"ARAND. ALUMINIO   3.50 X  8 X 1.25 (1/8"")",178.069,
AAL4071,ARAND. ALUMINIO   4.00 X  7 X 1.00,142.199,
AAL409,ARAND. ALUMINIO   4.00 X  9 X 1.25,184.939,
AAL410,"ARAND. ALUMINIO   4.00 X 10 X 1.25 (5/32"")",188.757,
AAL509,ARAND. ALUMINIO   5.00 X  9 X 1.25,184.939,
AAL5111,ARAND. ALUMINIO   5.00 X 11 X 1.00,219.293,
AAL512,"ARAND. ALUMINIO   5.00 X 12 X 1.25 (3/16"")",219.293,
AAL5131,ARAND. ALUMINIO   5.00 X 13 X 1.00,231.498,
AAL6513,ARAND. ALUMINIO   6.50 X 13 X 1.25,272.340,
AAL610,ARAND. ALUMINIO   6.00 X 10 X 1.25,160.892,
AAL6101,ARAND. ALUMINIO   6.00 X 10 X 1.00,178.069,
AAL6141,ARAND. ALUMINIO   6.00 X 14 X 1.00,272.340,
AAL710,ARAND. ALUMINIO   7.00 X 10 X 1.25,188.757,
AAL711,ARAND. ALUMINIO   7.00 X 11 X 1.25,219.293,
AAL7122,ARAND. ALUMINIO   7.00 X 12 X 2.00,397.906,
AAL7151,ARAND. ALUMINIO   7.00 X 15 X 1.00,278.829,
AAL811,ARAND. ALUMINIO   8.00 X 11 X 1.25,231.498,
AAL812,ARAND. ALUMINIO   8.00 X 12 X 1.25,236.463,
AAL813,ARAND. ALUMINIO   8.00 X 13 X 1.25,173.493,
AAL8132,ARAND. ALUMINIO   8.00 X 13 X 2.00,457.442,
AAL813D,ARAND. ALUMINIO   8.00 X 13 X 1.25 DOBLE MB,723.449,
AAL8141,ARAND. ALUMINIO   8.00 X 14 X 1.00,272.340,
AAL8161,ARAND. ALUMINIO   8.00 X 16 X 1.00,308.600,
AAL820,"ARAND. ALUMINIO   8.00 X 20 X 1.25 (5/16"")",527.666,
AAL8202,ARAND. ALUMINIO   8.00 X 20 X 2.00,901.686,
AAL912,"ARAND. ALUMINIO   9.00 X 12 X 1,25",236.463,
AAL913,ARAND. ALUMINIO   9.00 X 13 X 1.25,225.392,
AAL9142,ARAND. ALUMINIO   9.00 X 14 X 2.00,486.065,
AAL9171,ARAND. ALUMINIO   9.00 X 17 X 1.00,308.600,
AAL1014,ARAND. ALUMINIO  10.00 X 14 X 1.25,251.332,
AAL10152,ARAND. ALUMINIO  10.00 X 15 X 2.00,518.486,
AAL10181,ARAND. ALUMINIO  10.00 X 18 X 1.00,358.963,
AAL10192,ARAND. ALUMINIO  10.00 X 19 X 2.00,845.941,
AAL10201,ARAND. ALUMINIO  10.00 X 20 X 1.00,442.156,
AAL1021,"ARAND. ALUMINIO  10.00 X 21 X 1.25 (3/8"")",530.322,
AAL10212,ARAND. ALUMINIO  10.00 X 21 X 2.00,904.343,
AAL10215,ARAND. ALUMINIO  10.00 X 21 X 0.50,274.997,
AAL1025,ARAND. ALUMINIO  10.00 X 25 X 1.25,667.328,
AAL10252,ARAND. ALUMINIO  10.00 X 25 X 2.00,1201.637,
AAL11162,ARAND. ALUMINIO  11.00 X 16 X 2.00,608.564,
AAL1117,ARAND. ALUMINIO  11.00 X 17 X 1.25,358.963,
AAL11172,ARAND. ALUMINIO  11.00 X 17 X 2.00,667.328,
AAL11191,ARAND. ALUMINIO  11.00 X 19 X 1.00,400.563,
AAL1126,"ARAND. ALUMINIO  11.50 X 26 X 1.25 (7/16"")",726.105,
AAL1217,ARAND. ALUMINIO  12.00 X 17 X 1.25,341.021,
AAL12172,ARAND. ALUMINIO  12.00 X 17 X 2.00,667.328,
AAL12201,ARAND. ALUMINIO  12.00 X 20 X 1.00,400.563,
AAL12721,ARAND. ALUMINIO  12.70 X 20 X 1.00,400.563,
AAL13161,ARAND. ALUMINIO  13.00 X 16 X 1.00,311.256,
AAL13182,ARAND. ALUMINIO  13.00 X 18 X 2.00,726.105,
AAL1320,ARAND. ALUMINIO  13.00 X 20 X 1.25,400.563,
AAL13211,ARAND. ALUMINIO  13.00 X 21 X 1.00,442.156,
AAL1327,"ARAND. ALUMINIO  13.00 X 27 X 1.25 (1/2"")",786.030,
AAL14192,ARAND. ALUMINIO  14.00 X 19 X 2.00,726.105,
AAL1420,ARAND. ALUMINIO  14.00 X 20 X 1.25,370.792,
AAL14202,ARAND. ALUMINIO  14.00 X 20 X 2.00,786.030,
AAL14221,ARAND. ALUMINIO  14.00 X 22 X 1.00,518.486,
AAL1428,"ARAND. ALUMINIO  14.50 X 28 X 1.25 (9/16"")",845.941,
AAL15202,ARAND. ALUMINIO  15.00 X 20 X 2.00,845.941,
AAL1521,ARAND. ALUMINIO  15.00 X 21 X 1.25,518.486,
AAL15215,ARAND. ALUMINIO  15.00 X 21 X 1.50,667.328,
AAL15231,ARAND. ALUMINIO  15.00 X 23 X 1.00,548.640,
AAL15301,ARAND. ALUMINIO  15.00 X 30 X 1.00,904.343,
AAL1619,ARAND. ALUMINIO  16.00 X 19 X 1.25,460.098,
AAL1621,ARAND. ALUMINIO  16.00 X 21 X 1.25,488.722,
AAL16211,ARAND. ALUMINIO  16.00 X 21 X 1.00,488.722,
AAL16212,ARAND. ALUMINIO  16.00 X 21 X 2.00,904.343,
AAL1622,ARAND. ALUMINIO  16.00 X 22 X 1.25,578.028,
AAL1624,ARAND. ALUMINIO  16.00 X 24 X 1.25,608.564,
AAL16241,ARAND. ALUMINIO  16.00 X 24 X 1.00,548.640,
AAL1626,"ARAND. ALUMINIO  16.50 X 26 X 1.25 (5/8"")",786.030,
AAL1722,ARAND. ALUMINIO  17.00 X 22 X 1.25,548.640,
AAL17222,ARAND. ALUMINIO  17.00 X 22 X 2.00,963.878,
AAL17251,ARAND. ALUMINIO  17.00 X 25 X 1.00,608.564,
AAL1823,ARAND. ALUMINIO  18.00 X 23 X 1.25,548.640,
AAL18232,ARAND. ALUMINIO  18.00 X 23 X 2.00,963.878,
AAL18261,ARAND. ALUMINIO  18.00 X 26 X 1.00,608.564,
AAL19242,ARAND. ALUMINIO  19.00 X 24 X 2.00,1082.566,
AAL1925,ARAND. ALUMINIO  19.00 X25.5X 1.25,726.105,
AAL19271,ARAND. ALUMINIO  19.00 X 27 X 1.00,667.328,
AAL1938,"ARAND. ALUMINIO  19.00 X 38 X 1.25 (3/4"")",1320.714,
AAL20252,ARAND. ALUMINIO  20.00 X 25 X 2.00,1142.101,
AAL2026,ARAND. ALUMINIO  20.00 X 26 X 1.25,667.328,
AAL20281,ARAND. ALUMINIO  20.00 X 28 X 1.00,726.105,
AAL2125,ARAND. ALUMINIO  21.00 X25.5X 1.25,726.105,
AAL21262,ARAND. ALUMINIO  21.00 X 26 X 2.00,1260.414,
AAL21291,ARAND. ALUMINIO  21.00 X 29 X 1.00,786.030,
AAL2226,ARAND. ALUMINIO  22.00 X 26 X 1.25,608.564,
AAL22272,ARAND. ALUMINIO  22.00 X 27 X 2.00,1320.714,
AAL22301,ARAND. ALUMINIO  22.00 X 30 X 1.00,845.941,
AAL2328,ARAND. ALUMINIO  23.00 X 28 X 1.25,786.030,
AAL23282,ARAND. ALUMINIO  23.00 X 28 X 2.00,1379.102,
AAL23311,ARAND. ALUMINIO  23.00 X 31 X 1.00,904.343,
AAL2345,"ARAND. ALUMINIO  23.00 X 45 X 1.25 (7/8"")",2090.876,
AAL24292,ARAND. ALUMINIO  24.00 X 29 X 2.00,1498.187,
AAL2432,ARAND. ALUMINIO  24.00 X 32 X 1.25,963.878,
AAL24321,ARAND. ALUMINIO  24.00 X 32 X 1.00,845.941,
AAL25302,ARAND. ALUMINIO  25.00 X 30 X 2.00,1557.722,
AAL25331,ARAND. ALUMINIO  25.00 X 33 X 1.00,963.878,
AAL2630,ARAND. ALUMINIO  26.00 X 30 X 1.25,845.941,
AAL26312,ARAND. ALUMINIO  26.00 X 31 X 2.00,1557.722,
AAL2632,ARAND. ALUMINIO  26.00 X 32 X 1.25,963.878,
AAL26341,ARAND. ALUMINIO  26.00 X 34 X 1.00,1023.413,
AAL2732,"ARAND. ALUMINIO  27.00 X 32 X 1.25 (1"")",1023.413,
AAL27322,ARAND. ALUMINIO  27.00 X 32 X 2.00,1616.875,
AAL27351,ARAND. ALUMINIO  27.00 X 35 X 1.00,1142.101,
AAL28332,ARAND. ALUMINIO  28.00 X 33 X 2.00,1735.946,
AAL28361,ARAND. ALUMINIO  28.00 X 36 X 1.00,1142.101,
AAL28362,ARAND. ALUMINIO  28.00 X 36 X 2.00,2090.876,
AAL30362,ARAND. ALUMINIO  30.00 X 36 X 2.00,1974.094,
AAL3240,ARAND. ALUMINIO  32.00 X 40 X 1.25,1439.986,
AAL32401,ARAND. ALUMINIO  32.00 X 40 X 1.00,1260.991,
AAL3442,ARAND. ALUMINIO  34.00 X 42 X 1.25,1558.299,
AAL34421,ARAND. ALUMINIO  34.00 X 42 X 1.00,1558.299,
AAL3541,ARAND. ALUMINIO  35.00 X 41 X 1.25,1558.299,
AAL3846,ARAND. ALUMINIO  38.00 X 46 X 1.25,1796.065,
AAL42501,ARAND. ALUMINIO  42.00 X 50 X 1.00,2091.453,
AAL4654,ARAND. ALUMINIO  46.00 X 54 X 1.25,2271.979,
AAL5260,ARAND. ALUMINIO  52.00 X 60 X 1.25,2686.069,
SET201,"ARANDELAS ALUMINIO 1,00 MM, 25 C/U EN 1 CAJA PLAST",668549.075,
SET202,"ARANDELAS ALUMINIO 2,00 MM, 25 C/U EN 1 CAJA PLAST",723355.320,
SET203,"ARANDELAS ALUMINIO 1,25 MM, 25 C/U EN 1 CAJA PLAST",738188.206,
,,,
,ABRAZADERAS DE ALAMBRE,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
AB0006,"ABRAZ. ALAMBRE  9,50 A 14,00 MM",2906.079,
AB0007,"ABRAZ. ALAMBRE 10,50 A 15,00 MM (3/8"")",2918.708,
AB0008,"ABRAZ. ALAMBRE 11,50 A 16,00 MM (7/16"")",2934.724,
AB0010,"ABRAZ. ALAMBRE 13,00 A 18,00 MM",2979.038,
AB0012,"ABRAZ. ALAMBRE 14,50 A 19,50 MM (1/2"")",3023.019,
AB0014,"ABRAZ. ALAMBRE 16,50 A 22,00 MM",3065.318,
AB0016,"ABRAZ. ALAMBRE 17,50 A 23,50 MM",3092.037,
AB0018,"ABRAZ. ALAMBRE 19,00 A 25,00 MM",3126.892,
AB0019,"ABRAZ. ALAMBRE 22,00 A 27,00 MM (3/4"")",3163.316,
AB0020,"ABRAZ. ALAMBRE 23,00 A 28,00 MM",3198.996,
AB0022,"ABRAZ. ALAMBRE 24,50 A 32,00 MM (7/8"")",3386.374,
AB0025,"ABRAZ. ALAMBRE 28,50 A 36,00 MM (1"")",3429.883,
AB0028,"ABRAZ. ALAMBRE 31,50 A 39,00 MM /(1 5/16"")",3548.827,
AB0032,"ABRAZ. ALAMBRE 36,00 A 45,00 MM (1 1/4"")",3947.043,
AB0038,"ABRAZ. ALAMBRE 40,00 A 48,50 MM (1 1/2"")",4023.585,
AB0042,"ABRAZ. ALAMBRE 44,00 A 53,00 MM",4100.263,
AB0045,"ABRAZ. ALAMBRE 46,50 A 56,00 MM (1 3/4"")",4388.549,
AB0048,"ABRAZ. ALAMBRE 50,50 A 57,00 MM",4422.452,
AB0050,"ABRAZ. ALAMBRE 52,00 A 58,00 MM (2"")",4470.199,
AB0055,"ABRAZ. ALAMBRE 57,00 A 66,50 MM (2 1/4"")",4556.820,
AB0060,"ABRAZ. ALAMBRE 60,00 A 69,50 MM (2 5/16"")",4624.308,
AB0065,"ABRAZ. ALAMBRE 65,00 A 74,00 MM (2 1/2"")",4664.946,
AB0070,"ABRAZ. ALAMBRE 68,00 A 77,50 MM (2 3/4"")",4734.610,
D700,EXPENDEDOR/EXIBIDOR ABRAZADERAS,4514.112,
SET700,ABRAZADERAS ALAMBRE CHICA CON 20 C/U Y EXPENDEDOR.,1141817.587,
SET701,ABRAZADERAS ALAMBRE GRANDES 20 DE C/U Y EXPENDEDOR,886183.737,
,,,
,ABRAZADERAS PARA CAÑO DE ESCAPE,PRECIO UNIT.,
0,DESCRIPCION,LISTA 1,
ABZ13/8,ABRAZ. PARA CAÑO ESCAPE 1 3/8 ( 35 mm),18897.351,
ABZ11/2,"ABRAZ. PARA CAÑO ESCAPE 1 1/2"" ( 38,1 mm)",19106.466,
ABZ15/8,"ABRAZ. PARA CAÑO ESCAPE 1 5/8"" ( 41,2 mm)",19106.466,
ABZ13/4,"ABRAZ. PARA CAÑO ESCAPE  1 3/4"" ( 44,4 mm)",19116.546,
ABZ17/8,"ABRAZ. PARA CAÑO ESCAPE 1 7/8"" ( 47,6 mm)",19116.546,
ABZ2,"ABRAZ. PARA CAÑO ESCAPE 2"" ( 50,8 mm)",21435.810,
ABZ21/8,"ABRAZ. PARA CAÑO ESCAPE 2 1/8"" ( 54 mm)",21435.810,
ABZ21/4,"ABRAZ. PARA CAÑO ESCAPE 2 1/4"" ( 57,10 mm)",25297.890,
ABZ21/2,"ABRAZ. PARA CAÑO ESCAPE 2 1/2 "" ( 63,5 mm)",25626.498,
ABZ23/4,"ABRAZ. PARA CAÑO ESCAPE 2 3/4"" ( 69,8 mm)",46741.246,
